SerialNumber,Shana,Machoz,Ms_Nefashot,Minn,Gil,MatzavMishp,Pop_Group,DatSafa_C,HesderDiyur,ShnotLimudKlali_C,MatzavTaasuka_C,HachnasaKolelet,HachnasaAvoda,SemelMishlach_wp,OverVashav,OverVaMaakav,OverVaI1,OverVaI2,OverVaI3,OverVaI4,OverVaI5,OverVaI6,OverVaI7,OverVaAcher,OverVaEruim1,OverVaEruim2,OverVaEruim3,HeshbonMaakav,KartisAshKama,KartisAshP1,KartisAshP2,KartisAshP3,KartisAshP4,KartisAshS1,KartisAshS2,KartisAshS3,KartisAshS4,KartisAshS5,KartisAshS6,KartisAshS7,KartisAshNechsam,Mashkanta1,MashkantaMekorot,Halvaa,Halvaa2,Halvaa3,Halvaa4,Halvaa5,Halvaa6,Halvaa7,Halvaa8,Halvaa9,Halvaa10,Hovot,Hovot2,Hovot3,Hovot4,Hovot5,Hovot6,Hovot7,Hovot8,Hovot9,HovotLechatzim,Hashkaot1,Hashkaot2,Hashkaot3,Hashkaot4,Hashkaot5,Hashkaot6,Hashkaot7,Hashkaot8,Hashkaot9,Hashkaot10,HashkaotMaclit,Bituhim1,Bituhim2,Bituhim3,Bituhim4,Bituhim5,Bituhim6,SherutY1,SherutY2,SherutY3,SherutY4,SherutY5,SherutY6,NosCas1,NosCas2,NosCas3,NosCas4,HishuvRibit,HishuvRibitDribit,ShiurRibitBank,HipusM1,HipusM2,HipusM3,HipusM4,HipusM5,HipusM6,HipusM7,HipusM8,HipusM9,NoseCaspiM1,NoseCaspiM2,NoseCaspiM3,NoseCaspiM4,NoseCaspiM5,NoseCaspiM6,NoseCaspiM7,NoseCaspiM8,NoseCaspiM9,NoseCaspiM10,NoseCaspiHarhavaNihul,NoseCaspiHarhavaCarhanut,NoseCaspiHarhavaHalvaot,NoseCaspiHarhavaHishonot,NoseCaspiHarhavaBituhim,NoseCaspiHarhavaMashkanta,NoseCaspiHarhavaEynCoreh,MekorotM1,MekorotM2,MekorotM3,MekorotM4,MekorotM5,MekorotM6,MekorotM7,MekorotM8,MekorotM9,MekorotM10,MakorMuadaf,MakorMahooM,RamatYedaMash,nn
49,2012,3,5,2,5,1,1,3,1,6,1,10,10,0,1,2,2,1,1,2,2,,,1,5,,,2,3,2,2,2,2,1,2,1,2,1,,,2,1,1,2,1,2,2,2,2,2,,,,1,,,,,,,,,,1,1,,1,1,1,2,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,2,4,1,1,1,1,1,1,,,2,2,1,2,2,4,3,3,3,3,0,0,0,1,0,0,0,2,1,1,2,1,2,2,2,,,1,3,2,3639.683814
50,2012,3,4,2,3,1,1,3,1,6,1,9,6,1,1,3,1,1,1,1,1,,,2,1,1,1,1,3,2,1,2,2,1,1,1,2,1,,,2,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,2,1,1,2,2,,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,3,3,1020,2,2,1,3,3,2,1,1,1,,,1,4,1,3,1,2,3,3,4,2,0,0,0,0,0,0,1,2,1,1,1,2,1,1,2,,,1,2,2,3257.528459
51,2012,3,3,1,6,1,1,3,1,5,1,9,8,0,1,3,2,1,2,1,2,,,1,4,3,3,5,3,2,1,1,1,1,1,1,1,2,,,1,1,1,2,1,2,2,2,1,2,1,,,1,,,,,,,,,,2,1,2,1,1,2,2,2,,,5,2,1,2,1,1,2,2,2,2,2,1,2,3,1,2,1,1020,1,1,1,1,1,1,1,1,1,,,2,1,2,2,2,3,3,4,3,3,1,1,0,0,0,0,0,2,3,3,2,2,2,2,2,,,,,2,3938.921698
52,2012,3,2,2,8,5,1,3,1,6,1,9,10,2,1,3,1,1,1,1,1,,,2,1,1,1,1,5,2,1,2,2,1,1,2,2,1,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,1,2,2,2,1,"פק""מ,מטבע זר",1,1,1,1,1,4,2,2,2,2,2,2,2,3,1,1,1,1020,1,2,2,2,2,1,2,1,1,,,2,4,2,3,1,3,3,3,4,2,0,0,0,1,0,0,0,1,2,1,1,1,3,3,1,,,1,8,2,3791.585267
53,2012,3,1,1,10,4,1,3,1,6,1,3,3,0,1,2,,,,,1,2,,,1,1,1,1,2,2,1,2,2,1,,,,,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,2,2,2,2,2,2,3,3,3,3,1020,1,2,1,1,1,1,1,1,1,1,,2,4,2,4,2,2,2,2,2,3,0,0,0,0,0,0,1,2,,2,,2,,2,,2,,,,2,5949.387956
54,2012,3,2,2,7,1,1,3,1,6,1,10,10,2,1,2,2,1,2,2,2,,,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,2,2,2,2,,,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,1017,1,2,3,3,1,1,1,1,1,,,1,4,1,4,3,3,3,4,3,2,0,0,0,0,1,0,0,1,1,2,2,1,2,2,2,,,2,,2,3657.764611
55,2012,3,1,1,7,3,1,3,1,5,1,1,1,6,1,2,1,1,2,2,1,,,2,5,4,4,1,3,1,1,1,1,1,1,1,1,1,,,1,2,,2,1,1,2,2,2,2,2,,,2,1,3,1,3,3,4,,,2,1,2,1,1,2,1,2,2,,,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1020,2,2,2,2,2,1,2,1,1,,,1,2,3,3,1,1,2,3,3,2,0,0,0,0,0,0,1,2,2,1,1,2,2,1,2,,,1,3,2,4145.663755
56,2012,3,5,1,3,1,1,3,1,6,1,10,7,3,1,2,1,1,1,1,1,,,1,4,1,1,2,3,2,1,1,2,1,1,1,1,1,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,2,1,1,2,2,2,,,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1020,1,2,5,3,4,1,2,1,1,,,2,3,1,3,2,3,3,4,4,5,0,0,0,1,1,0,0,1,2,1,2,1,1,1,2,,,1,6,2,4126.969847
57,2012,3,2,1,10,1,1,3,1,6,3,9,,10,1,3,1,1,2,1,2,,,2,5,3,1,1,5,2,1,2,2,1,,2,2,1,1,כרטיס מועדון חבר,2,1,1,2,1,1,2,2,2,2,2,,,1,,,,,,,,,,1,2,1,2,2,2,1,2,,,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1020,1,2,5,4,1,1,3,1,1,,,2,3,2,4,1,2,2,5,4,5,1,0,0,0,0,0,0,1,2,1,2,1,2,2,2,,,1,1,2,5539.743392
58,2012,3,2,2,9,1,1,3,1,6,1,10,8,2,1,2,,1,,,,,,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,,2,1,3,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,,,,,,,5,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,1,4,5,,2,,1,1,,,1,4,1,4,1,3,1,3,3,1,0,0,0,0,0,0,1,1,1,1,3,3,1,3,2,,,1,1,2,2928.862672
59,2012,3,1,1,6,3,1,3,2,4,3,10,,10,1,2,,1,,,,,,2,3,,,1,3,,1,,,,,,,1,,,1,2,,1,,,,,,,,,,2,5,,,,,,,,2,1,2,2,1,2,1,2,2,,,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1020,3,3,1,1,1,1,1,1,1,1,,1,4,1,4,2,3,2,4,3,4,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,,,,,2,4786.323092
60,2012,3,4,1,4,1,1,3,3,6,1,8,,2,1,3,1,1,2,2,2,,,1,2,2,1,1,4,2,1,2,2,1,2,1,2,1,,,2,2,,1,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,2,,,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1020,3,3,3,2,3,2,1,1,1,,,2,4,2,4,2,2,2,2,3,2,0,0,0,1,0,0,0,1,2,1,2,2,2,2,2,1,,1,1,2,5216.430667
61,2012,3,4,2,3,1,1,3,1,6,1,9,6,3,1,2,1,1,2,2,1,,,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,,,2,1,2,2,1,,,,,,,,,2,1,1,3,1,1,1,,,2,1,2,1,1,2,1,2,2,,,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,3,1020,3,3,3,2,2,1,1,1,1,1,,1,3,2,4,3,2,2,2,3,2,0,0,0,1,0,0,0,2,1,1,2,2,2,2,2,,,2,,2,2836.919937
62,2012,3,5,2,5,1,1,3,2,6,1,7,7,3,1,2,2,1,,1,,,,1,5,4,1,1,4,2,1,2,2,1,2,1,1,1,,,2,1,1,2,1,2,2,2,1,2,1,,,1,,,,,,,,,,2,1,1,2,1,2,2,2,,,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1240,1,1,4,4,1,1,1,1,1,,,3,1,1,1,2,2,3,2,2,2,1,0,0,0,0,0,0,1,,2,2,2,2,1,2,,,1,1,2,3780.258659
63,2012,4,4,1,7,5,1,3,1,6,1,10,10,4,1,2,1,1,2,1,1,,,2,5,1,1,1,4,2,1,1,2,1,2,1,2,1,,,2,1,2,1,,,,,,,,,,1,,,,,,,,,,2,1,2,1,1,1,2,2,,,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1020,1,1,5,1,3,1,2,1,1,,,2,2,1,3,2,1,2,3,3,3,1,0,0,1,0,0,0,1,2,1,2,2,2,1,1,,,1,8,2,4086.643744
64,2012,4,4,2,5,1,1,3,1,6,1,10,9,2,1,3,2,1,1,2,1,,,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,,2,2,,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,1,1,1,1,1,2,2,1,2,,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1020,3,3,1,1,2,1,1,1,1,2,,3,3,2,2,4,4,3,4,4,2,1,0,0,0,1,0,0,2,2,1,2,1,2,2,2,2,,1,5,2,3639.683814
65,2012,4,3,1,3,1,1,3,2,6,1,8,8,4,1,3,1,1,2,1,2,,,2,1,1,1,1,3,2,2,2,2,1,2,2,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,2,2,2,2,,,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1020,1,3,1,1,1,1,1,1,1,,,1,4,1,4,1,2,3,3,4,3,0,0,1,1,1,1,0,2,2,2,2,1,2,1,1,,,1,8,2,5133.872678
66,2012,4,4,1,3,1,2,1,4,4,2,1,,10,1,2,,2,2,1,1,,,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,,5,4,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,,2,,,1,2,2,2274.366253
67,2012,4,4,1,1,5,2,1,1,4,3,6,,10,1,1,,,,,,,,1,1,1,1,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,1,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,1020,5,1,1,1,1,1,1,1,1,,,1,,3,5,2,1,1,4,5,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,,,1,5,2,7394.050585
68,2012,4,3,1,7,1,1,3,1,5,1,6,4,4,1,2,1,1,2,2,1,,,2,3,2,1,2,3,2,1,1,2,2,2,1,1,2,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,,1,1,,,,,,1,1,1,1,1,1,,2,1,1,2,1,,1,1,1,1,1020,1,2,4,4,2,2,2,2,1,,,1,2,1,4,2,2,2,4,4,2,1,0,0,0,0,0,0,1,1,2,1,1,1,2,2,,,1,5,2,4285.654002
69,2012,4,5,2,3,5,2,1,1,5,1,7,5,4,1,3,1,1,1,1,1,,,2,4,3,1,5,3,1,1,1,1,2,1,1,1,1,,,2,2,,2,2,1,2,2,2,2,2,2,,1,,,,,,,,,,2,1,1,1,1,1,2,2,,,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,200,3,1,3,1,1,3,2,1,1,,,1,2,1,3,1,2,1,2,4,1,0,0,0,1,0,0,0,1,1,1,1,1,2,2,1,,,1,2,2,1830.376367
70,2012,4,4,1,5,1,1,3,1,6,1,10,9,1,1,2,1,1,1,2,2,2,,1,1,1,1,3,2,1,2,2,1,1,2,2,1,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,2,1,1,1,1,1,,,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1020,1,2,5,5,3,2,1,2,1,,,1,4,1,3,1,1,1,1,4,1,0,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,,1,1,2,4373.956309
71,2012,4,3,1,5,1,1,3,1,5,1,10,10,1,1,3,2,1,1,1,1,,,2,5,3,2,1,5,2,1,2,2,1,1,1,2,1,,,1,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,3,3,1,1,2,,2,1,1,1,1,1,2,2,2,2,,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1020,1,2,2,1,2,1,2,1,1,2,,3,1,2,2,1,4,3,4,2,2,1,1,0,0,1,1,0,1,1,2,2,1,2,2,1,,,1,5,2,3973.270205
72,2012,4,4,1,6,1,1,3,1,6,1,10,10,4,1,4,1,1,1,2,2,,,2,1,1,1,1,5,2,1,2,2,1,1,2,2,1,1,כרטיס במסגרת מקום העבודה.,2,2,,1,,,,,,,,,,2,1,1,4,1,1,1,,,2,1,1,,,1,1,1,1,,,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1020,1,3,5,4,2,1,1,1,1,,,2,4,1,4,1,2,1,2,3,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,,1,1,2,4086.643744
73,2012,4,6,1,5,1,1,3,1,6,1,10,10,0,1,3,1,1,2,1,2,,,2,5,1,1,1,5,2,1,2,2,1,1,2,2,1,,,2,1,1,2,1,2,1,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,1,2,1,1,,,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,2,4,4,3,1,1,1,1,,,1,1,1,1,2,3,2,1,3,1,0,1,0,0,1,1,0,1,1,1,2,1,2,1,1,,,1,3,2,4604.164536
74,2012,4,3,1,4,1,1,3,1,6,1,10,10,0,1,,,,,,,,,,1,1,1,1,4,1,1,2,2,1,1,1,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,1,2,1,1,2,2,1,,,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1020,1,1,1,2,2,1,1,1,1,,,1,4,1,4,2,2,2,4,4,2,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,,,1,2,2,4562.356731
75,2012,4,4,2,4,1,1,3,1,6,1,10,10,0,1,3,1,1,,,,,,1,4,1,1,5,2,2,1,2,2,1,2,1,2,1,,,2,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,,,,,,5,4,1,1,1,1,,,,,,1,,1,1,1,1,1020,1,4,5,3,1,1,1,1,1,,,2,4,1,3,2,3,4,3,3,4,1,1,1,1,1,1,0,1,1,1,2,1,2,1,1,,,1,1,2,3639.683814
76,2012,4,5,1,4,1,1,3,1,6,1,10,10,0,1,2,2,1,2,2,1,,,1,2,1,1,2,3,2,1,2,2,3,1,1,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,1,2,2,1,2,2,1,,,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1020,2,1,5,1,1,1,1,1,1,,,1,4,1,4,1,1,1,1,4,1,0,0,0,0,0,0,1,1,2,1,2,1,2,2,1,,,1,8,2,4373.956309
77,2012,4,7,1,1,5,1,3,1,4,1,10,3,4,1,2,1,1,2,1,2,,,1,4,2,1,3,4,2,1,1,2,3,3,1,1,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,1,2,2,2,2,1,,,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1200,2,3,2,5,1,1,1,1,1,,,2,3,2,2,3,4,2,1,3,2,0,0,0,1,0,0,0,1,1,2,2,2,2,3,1,,,,,2,2936.709488
78,2012,4,4,1,9,1,1,3,1,6,1,9,9,2,1,2,,1,,1,,,,1,3,1,1,2,3,2,1,2,2,1,2,2,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,1,2,1,1,1,1,2,,,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,200,1,3,1,1,2,1,1,1,1,,,1,4,1,3,3,3,2,4,4,2,0,1,0,0,0,0,0,2,2,1,2,2,2,2,2,,,1,3,2,3005.590563
79,2012,4,3,2,6,3,1,3,1,5,1,9,9,2,1,3,1,2,1,2,2,,,1,1,1,1,2,3,2,1,2,2,1,2,1,2,1,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,2,1,2,1,2,1,2,2,,,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,1,4,4,2,,1,1,1,,,1,4,1,4,1,1,3,4,5,5,0,0,0,1,1,0,0,1,1,1,1,1,2,2,2,,,1,5,2,3823.309902
80,2012,4,3,2,9,1,1,3,1,6,3,98,,10,1,4,1,1,2,2,2,,,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,2,2,1,1,,,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1020,1,4,2,3,1,1,1,1,1,,,2,4,2,4,2,2,2,4,4,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,,,1,7,2,5196.324115
81,2012,4,3,1,8,1,1,3,1,4,1,6,6,3,1,3,,1,,,,,,1,5,1,1,2,3,2,1,1,2,2,2,2,2,1,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,2,2,2,2,1,2,2,1,,,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1020,3,1,1,1,1,1,1,1,1,,,1,2,1,4,2,2,2,1,4,2,0,1,0,0,0,0,0,1,1,2,1,1,2,1,2,,,1,5,2,4339.902787
82,2012,4,4,1,5,1,1,3,2,5,1,10,9,6,1,3,1,1,2,2,1,,,2,3,1,1,1,3,2,1,2,2,3,2,2,2,1,,,2,1,1,2,1,2,2,2,1,2,1,,,1,,,,,,,,,,2,1,1,1,2,1,2,2,,,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1020,1,1,2,3,1,1,1,1,1,,,2,3,1,3,1,1,3,3,3,1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,2,,,1,5,2,3809.19584
83,2012,4,4,1,4,1,1,3,1,6,1,10,9,1,1,2,1,1,2,2,1,,,1,5,4,1,2,3,2,1,1,2,1,1,1,2,1,,,2,1,1,2,1,2,2,2,2,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,,,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,1,1020,5,3,2,2,3,3,2,1,1,,,1,3,2,2,1,2,4,4,4,4,1,1,0,0,0,0,0,1,1,2,1,3,2,2,2,,,2,,2,3809.19584
84,2012,5,3,2,5,3,1,3,1,6,1,9,9,0,1,2,,1,,,,,,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,,,2,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,,,,1,,1,,,1,1,2,2,2,2,2,2,2,1,1,1,1020,1,2,2,3,1,1,1,1,1,,,1,4,1,3,3,3,1,3,3,2,0,0,0,0,1,0,0,1,1,2,2,1,2,2,2,,,1,5,2,3796.456749
85,2012,5,4,1,6,1,1,3,1,6,1,10,10,10,1,2,1,1,1,1,1,,,2,5,2,1,2,4,2,1,2,2,2,1,,1,1,,,2,1,1,2,2,2,2,2,1,2,2,2,,1,,,,,,,,,,1,1,1,1,2,1,2,2,,,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1020,1,2,4,4,2,1,2,2,1,,,1,4,1,2,1,3,2,2,2,2,0,0,0,1,0,0,0,,,,,1,1,,,,,1,6,2,4086.643744
86,2012,5,2,1,9,4,1,3,1,6,1,9,9,2,1,2,1,1,2,1,1,,,2,5,3,1,1,5,1,1,1,1,1,3,1,3,3,,,2,2,,2,1,1,2,2,1,2,2,,,2,1,1,4,1,2,2,,,2,2,1,1,1,1,1,2,2,,,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1020,1,1,3,3,2,1,1,1,1,,,2,2,3,2,3,3,4,3,3,4,0,0,0,0,0,0,1,3,1,3,2,1,2,2,1,,,1,2,2,2845.26151
87,2012,5,1,2,4,5,1,3,1,6,1,9,10,0,1,2,1,1,,1,,,,2,3,2,1,1,3,1,1,2,2,1,2,1,2,1,,,2,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1020,1,1,4,1,1,1,1,1,1,,,1,4,1,4,1,1,3,2,3,1,0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,,,1,1,2,3174.377858
88,2012,5,2,1,9,1,1,3,1,6,3,6,,10,1,2,1,1,1,1,2,,,2,4,1,1,1,3,2,1,1,2,,1,1,2,1,,,2,2,,1,,,,,,,,,,2,1,1,3,3,1,1,,,2,1,,,1,1,,,1,,,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1020,1,2,5,5,2,2,2,3,1,,,1,3,1,4,1,1,1,3,3,1,0,0,0,0,0,0,1,1,1,1,2,1,1,3,2,,,2,,2,3579.917576
89,2012,5,2,2,8,5,1,3,1,6,1,7,8,3,1,,,,,,,,,,5,1,1,1,5,1,1,1,2,1,1,2,2,1,1,מועדון שופרסל,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,,2,2,2,,,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1020,1,2,1,2,2,1,1,1,1,1,"מהנאמר במקום העבודה, בבנק.",1,3,1,2,2,4,3,4,3,5,0,0,0,0,1,0,0,3,1,1,,1,,1,2,,,1,7,2,3812.03039
90,2012,5,2,1,4,1,1,3,1,5,1,10,10,2,1,2,2,1,1,2,2,,,1,3,2,1,1,3,2,1,2,2,2,2,,2,1,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,2,1,1,1,1,1,2,2,,,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,3,4,5,3,2,1,1,1,,,1,4,1,4,1,1,3,2,4,2,1,0,0,1,0,0,0,1,2,2,2,2,1,1,1,,,1,8,2,3471.904832
91,2012,5,6,2,3,1,1,3,1,6,1,5,4,1,1,2,1,1,2,2,2,,,2,5,1,1,1,3,2,1,1,2,1,2,1,2,1,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,2,2,1,,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,3,1,1,1,1020,1,4,4,4,1,2,1,3,1,,,1,1,2,2,2,2,3,3,3,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,,,1,1,2,4512.80046
92,2012,5,5,1,7,1,1,3,1,5,1,8,7,3,1,2,,1,,1,,,,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1020,2,1,3,4,1,1,1,1,1,,,2,4,2,4,2,4,3,1,1,1,0,0,0,1,0,0,0,,,,,1,,,,,,1,5,2,4244.481442
93,2012,5,7,2,3,1,1,3,1,6,1,10,5,3,1,2,1,1,1,,,,,2,1,1,1,1,4,2,2,2,2,2,2,1,2,2,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,2,2,1,1,2,3,,,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,,1,2,1,1,1,1,1,1,1,,,2,5,1,5,2,3,2,5,5,5,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,2,2988.222333
94,2012,6,2,1,8,1,1,3,2,6,1,6,6,1,1,2,1,1,1,1,1,,,1,2,1,2,1,2,2,1,2,2,1,,,,,,,2,2,,2,1,,,,,,,,,1,,,,,,,,,,1,2,2,1,2,2,2,2,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1020,1,2,1,2,1,1,1,1,1,,,2,2,2,4,2,2,2,4,2,2,0,0,0,0,1,0,0,3,3,3,3,1,3,3,3,,,1,5,2,4245.662503
95,2012,6,2,1,10,1,1,3,1,4,1,10,10,5,1,3,1,1,2,2,1,,,1,2,2,2,6,4,2,2,2,1,1,2,2,2,2,,,2,1,1,2,1,1,2,2,2,2,2,2,,1,,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1020,1,3,5,5,5,1,1,1,1,,,1,4,1,3,1,3,3,5,5,1,0,0,0,1,0,0,0,1,1,1,2,2,1,1,1,,,1,1,2,2445.383939
96,2012,2,7,2,5,1,1,3,2,6,1,7,6,1,1,3,1,2,1,1,,,,1,5,4,1,2,3,2,1,2,1,1,2,1,1,1,,,2,2,,2,1,1,,,,,,,,2,2,2,4,2,2,2,,,2,1,1,,,,,,,,,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,,2,3,1,2,1,1,1,1,1,,,3,2,2,3,2,4,4,5,3,3,1,1,0,0,0,0,0,1,1,2,,1,2,2,1,,,2,,2,4449.015383
97,2012,6,4,2,4,1,1,3,1,6,1,10,9,2,1,2,1,1,1,1,1,,,2,1,1,1,1,5,2,1,1,2,1,1,2,2,1,,,2,1,1,2,1,2,2,2,1,2,2,,,1,,,,,,,,,,1,1,1,1,1,1,2,1,,,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,2,1,1,2,1,1,1,1,,,1,2,1,3,1,4,1,2,3,2,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,,,,,2,3639.683814
98,2012,6,4,1,3,1,1,3,1,5,1,7,5,10,1,2,2,1,1,1,1,,,1,1,1,1,2,3,2,1,2,2,2,1,1,2,1,,,2,1,5,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,1,2,2,2,2,,,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1020,1,3,2,3,2,1,1,1,1,,,2,3,1,3,3,2,2,4,3,2,0,0,0,1,0,0,0,1,1,1,2,1,2,2,2,,,1,5,2,4764.397216
99,2012,6,4,1,4,1,1,3,1,6,1,7,6,3,1,2,2,1,2,1,2,,,2,2,2,1,1,5,2,1,1,1,1,1,1,2,1,,,2,1,1,2,1,1,2,2,2,2,2,,,1,,,,,,,,,,2,1,1,1,2,1,2,2,,,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,1,5,5,4,1,1,1,1,,,1,2,2,4,1,5,1,2,3,2,0,0,0,0,1,1,0,1,1,3,2,1,3,3,2,,,2,,2,4542.890827
100,2012,6,4,1,7,1,1,3,1,4,1,10,8,9,1,2,,1,,1,,,,1,5,1,1,2,3,,1,1,,,,1,,1,,,2,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,2,2,2,2,,,2,1,,,1,1,1,2,2,2,2,2,2,3,3,3,3,5,4,1,1,1,1,1,1,1,1,,,1,4,1,4,1,1,1,4,5,5,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,,,,,2,3558.98076
